Estacion,Fecha inicial,Fecha final,PM10
CAM NORTE,2013 Apr 18 12:00:00 AM,,"26,33928571"
CAM NORTE,2013 Mar 25 12:00:00 AM,,"31,75965665"
CAM NORTE,2013 Mar 24 12:00:00 AM,,"33,47639485"
CAM NORTE,2013 Mar 23 12:00:00 AM,,"36,4806867"
CAM NORTE,2013 Mar 22 12:00:00 AM,,"34,33476395"
CAM NORTE,2013 Mar 21 12:00:00 AM,,"27,89699571"
CAM NORTE,2013 Mar 20 12:00:00 AM,,"47,63948498"
CAM NORTE,2013 Mar 19 12:00:00 AM,,"22,31759657"
CAM NORTE,2013 Mar 18 12:00:00 AM,,"43,34763949"
CAM NORTE,2013 Mar 17 12:00:00 AM,,"55,36480687"
CAM NORTE,2013 Mar 16 12:00:00 AM,,"40,34334764"
CAM NORTE,2013 Mar 15 12:00:00 AM,,"33,0472103"
CAM NORTE,2013 Mar 14 12:00:00 AM,,"39,91416309"
CAM NORTE,2013 Mar 13 12:00:00 AM,,"34,7639485"
CAM NORTE,2013 Feb 19 12:00:00 AM,,"40,52863436"
CAM NORTE,2013 Feb 18 12:00:00 AM,,"45,81497797"
CAM NORTE,2013 Feb 17 12:00:00 AM,,"66,07929515"
CAM NORTE,2013 Feb 16 12:00:00 AM,,"65,19823789"
CAM NORTE,2013 Feb 15 12:00:00 AM,,"34,36123348"
CAM NORTE,2013 Feb 14 12:00:00 AM,,"12,7753304"
CAM NORTE,2013 Feb 13 12:00:00 AM,,"24,66960352"
CAM NORTE,2013 Feb 12 12:00:00 AM,,"41,85022026"
CAM NORTE,2013 Feb 11 12:00:00 AM,,"9,69162996"
CAM NORTE,2013 Feb 10 12:00:00 AM,,"38,32599119"
CAM NORTE,2013 Feb 09 12:00:00 AM,,"30,83700441"
CAM NORTE,2013 Feb 08 12:00:00 AM,,"45,81497797"
CAM NORTE,2013 Feb 07 12:00:00 AM,,"46,25550661"
CAM NORTE,2013 Jan 31 12:00:00 AM,,"51,98237885"
CAM NORTE,2013 Jan 30 12:00:00 AM,,"48,01762115"
CAM NORTE,2013 Jan 29 12:00:00 AM,,"48,45814978"
CAM NORTE,2013 Jan 28 12:00:00 AM,,"34,80176211"
CAM NORTE,2013 Jan 27 12:00:00 AM,,"38,32599119"
CAM NORTE,2013 Jan 26 12:00:00 AM,,"19,82378855"
CAM NORTE,2013 Jan 25 12:00:00 AM,,"33,48017621"
CAM NORTE,2013 Jan 24 12:00:00 AM,,"42,73127753"
CAM NORTE,2013 Jan 23 12:00:00 AM,,"47,57709251"
CAM NORTE,2013 Jan 22 12:00:00 AM,,"56,82819383"
CAM NORTE,2013 Jan 21 12:00:00 AM,,"46,25550661"
CAM NORTE,2013 Jan 20 12:00:00 AM,,"43,6123348"
CAM NORTE,2013 Jan 19 12:00:00 AM,,"22,46696035"
CAM NORTE,2012 Dec 27 12:00:00 AM,,"10,52631579"
CAM NORTE,2012 Dec 26 12:00:00 AM,,"19,73684211"
CAM NORTE,2012 Dec 25 12:00:00 AM,,"20,61403509"
CAM NORTE,2012 Dec 24 12:00:00 AM,,"7,89473684"
CAM NORTE,2012 Dec 23 12:00:00 AM,,"7,89473684"
CAM NORTE,2012 Dec 22 12:00:00 AM,,"19,29824561"
CAM NORTE,2012 Dec 21 12:00:00 AM,,"25,43859649"
CAM NORTE,2012 Dec 20 12:00:00 AM,,"30,70175439"
CAM NORTE,2012 Dec 19 12:00:00 AM,,"19,73684211"
CAM NORTE,2012 Dec 18 12:00:00 AM,,"13,15789474"
CAM NORTE,2012 Dec 17 12:00:00 AM,,"12,28070175"
CAM NORTE,2012 Dec 16 12:00:00 AM,,"3,07017544"
CAM NORTE,2012 Dec 15 12:00:00 AM,,"4,8245614"
CAM NORTE,2012 Nov 02 12:00:00 AM,,"25,69750367"
CAM NORTE,2012 Nov 01 12:00:00 AM,,"21,87958884"
CAM NORTE,2012 Oct 31 12:00:00 AM,,"35,97650514"
CAM NORTE,2012 Oct 30 12:00:00 AM,,"23,05433186"
CAM NORTE,2012 Oct 29 12:00:00 AM,,"27,60646109"
CAM NORTE,2012 Oct 28 12:00:00 AM,,"20,41116006"
CAM NORTE,2012 Oct 27 12:00:00 AM,,"43,6123348"
CAM NORTE,2012 Oct 26 12:00:00 AM,,"38,61967695"
CAM NORTE,2012 Oct 10 12:00:00 AM,,"32,59911894"
CAM NORTE,2012 Oct 09 12:00:00 AM,,"34,80176211"
CAM NORTE,2012 Oct 08 12:00:00 AM,,"27,31277533"
CAM NORTE,2012 Oct 07 12:00:00 AM,,"19,38325991"
CAM NORTE,2012 Oct 06 12:00:00 AM,,"4,84581498"
CAM NORTE,2012 Oct 05 12:00:00 AM,,"21,58590308"
CAM NORTE,2012 Oct 04 12:00:00 AM,,"43,17180617"
CAM NORTE,2012 Oct 03 12:00:00 AM,,"29,95594714"
CAM NORTE,2012 Oct 02 12:00:00 AM,,"46,69603524"
CAM NORTE,2012 Oct 01 12:00:00 AM,,"39,20704846"
CAM NORTE,2012 Sep 30 12:00:00 AM,,"20,70484582"
CAM NORTE,2012 Sep 29 12:00:00 AM,,"21,14537445"
CAM NORTE,2012 Sep 28 12:00:00 AM,,"16,74008811"
CAM NORTE,2012 Sep 12 12:00:00 AM,,"7,07964602"
CAM NORTE,2012 Sep 11 12:00:00 AM,,"17,25663717"
CAM NORTE,2012 Sep 10 12:00:00 AM,,"21,23893805"
CAM NORTE,2012 Sep 09 12:00:00 AM,,"20,3539823"
CAM NORTE,2012 Sep 08 12:00:00 AM,,"16,81415929"
CAM NORTE,2012 Sep 07 12:00:00 AM,,"31,4159292"
CAM NORTE,2012 Sep 06 12:00:00 AM,,"37,16814159"
CAM NORTE,2012 Sep 04 12:00:00 AM,,"16,81415929"
CAM NORTE,2012 Sep 03 12:00:00 AM,,"11,0619469"
CAM NORTE,2012 Sep 02 12:00:00 AM,,"12,83185841"
CAM NORTE,2012 Sep 01 12:00:00 AM,,"12,83185841"
CAM NORTE,2012 Aug 31 12:00:00 AM,,"19,46902655"
CAM NORTE,2012 Aug 15 12:00:00 AM,,28
CAM NORTE,2012 Aug 14 12:00:00 AM,,21
CAM NORTE,2012 Aug 13 12:00:00 AM,,16
CAM NORTE,2012 Aug 12 12:00:00 AM,,49
CAM NORTE,2012 Aug 11 12:00:00 AM,,14
CAM NORTE,2012 Aug 10 12:00:00 AM,,27
CAM NORTE,2012 Aug 09 12:00:00 AM,,21
CAM NORTE,2012 Aug 08 12:00:00 AM,,23
CAM NORTE,2012 Aug 07 12:00:00 AM,,18
CAM NORTE,2012 Aug 06 12:00:00 AM,,23
CAM NORTE,2012 Aug 05 12:00:00 AM,,13
CAM NORTE,2012 Aug 04 12:00:00 AM,,23
CAM NORTE,2012 Aug 03 12:00:00 AM,,36
CAM NORTE,2012 Aug 02 12:00:00 AM,,33
CAM NORTE,2012 Jul 14 12:00:00 AM,,26
CAM NORTE,2012 Jul 13 12:00:00 AM,,12
CAM NORTE,2012 Jul 12 12:00:00 AM,,"10,43478261"
CAM NORTE,2012 Jul 11 12:00:00 AM,,10
CAM NORTE,2012 Jul 10 12:00:00 AM,,"32,17391304"
CAM NORTE,2012 Jul 07 12:00:00 AM,,"6,52173913"
CAM NORTE,2012 Jul 06 12:00:00 AM,,"16,08695652"
CAM NORTE,2012 Jul 05 12:00:00 AM,,0
CAM NORTE,2012 Jul 03 12:00:00 AM,,"33,04347826"
CAM NORTE,2012 Jul 01 12:00:00 AM,,"13,91304348"
CAM NORTE,2012 Jun 30 12:00:00 AM,,"27,82608696"
CAM NORTE,2012 Jun 29 12:00:00 AM,,"29,56521739"
CAM NORTE,2012 Jun 13 12:00:00 AM,,"12,17391304"
CAM NORTE,2012 Jun 12 12:00:00 AM,,"6,08695652"
CAM NORTE,2012 Jun 11 12:00:00 AM,,"6,52173913"
CAM NORTE,2012 Jun 10 12:00:00 AM,,40
CAM NORTE,2012 Jun 09 12:00:00 AM,,"19,13043478"
CAM NORTE,2012 Jun 08 12:00:00 AM,,40
CAM NORTE,2012 Jun 07 12:00:00 AM,,"19,56521739"
CAM NORTE,2012 Jun 05 12:00:00 AM,,"15,2173913"
CAM NORTE,2012 Jun 04 12:00:00 AM,,"46,08695652"
CAM NORTE,2012 Jun 03 12:00:00 AM,,"15,65217391"
CAM NORTE,2012 Jun 02 12:00:00 AM,,"30,43478261"
CAM NORTE,2012 Jun 01 12:00:00 AM,,"34,34782609"
CAM NORTE,2012 May 16 12:00:00 AM,,"32,59911894"
CAM NORTE,2012 May 15 12:00:00 AM,,"45,37444934"
CAM NORTE,2012 May 14 12:00:00 AM,,"23,34801762"
CAM NORTE,2012 May 13 12:00:00 AM,,"6,60792952"
CAM NORTE,2012 May 12 12:00:00 AM,,"26,8722467"
CAM NORTE,2012 May 11 12:00:00 AM,,"22,90748899"
CAM NORTE,2012 May 10 12:00:00 AM,,"35,68281938"
CAM NORTE,2012 May 09 12:00:00 AM,,"27,31277533"
CAM NORTE,2012 May 08 12:00:00 AM,,"15,85903084"
CAM NORTE,2012 May 07 12:00:00 AM,,"41,40969163"
CAM NORTE,2012 May 06 12:00:00 AM,,"28,63436123"
CAM NORTE,2012 May 05 12:00:00 AM,,"37,88546256"
CAM NORTE,2012 May 04 12:00:00 AM,,"10,57268722"
CAM NORTE,2012 May 03 12:00:00 AM,,"16,29955947"
CAM NORTE,2012 Apr 16 12:00:00 AM,,"26,63755459"
CAM NORTE,2012 Apr 15 12:00:00 AM,,"20,96069869"
CAM NORTE,2012 Apr 14 12:00:00 AM,,"29,69432314"
CAM NORTE,2012 Apr 13 12:00:00 AM,,"21,39737991"
CAM NORTE,2012 Apr 12 12:00:00 AM,,"13,97379913"
CAM NORTE,2012 Apr 11 12:00:00 AM,,"5,6768559"
CAM NORTE,2012 Apr 09 12:00:00 AM,,"16,59388646"
CAM NORTE,2012 Apr 08 12:00:00 AM,,"11,79039301"
CAM NORTE,2012 Apr 07 12:00:00 AM,,"17,46724891"
CAM NORTE,2012 Apr 06 12:00:00 AM,,"25,76419214"
CAM NORTE,2012 Apr 05 12:00:00 AM,,"8,73362445"
CAM NORTE,2012 Apr 04 12:00:00 AM,,"30,56768559"
CAM NORTE,2012 Apr 03 12:00:00 AM,,"40,61135371"
CAM NORTE,2012 Mar 21 12:00:00 AM,,"36,12334802"
CAM NORTE,2012 Mar 20 12:00:00 AM,,"21,14537445"
CAM NORTE,2012 Mar 19 12:00:00 AM,,"16,29955947"
CAM NORTE,2012 Mar 18 12:00:00 AM,,"18,06167401"
CAM NORTE,2012 Mar 17 12:00:00 AM,,"26,43171806"
CAM NORTE,2012 Mar 16 12:00:00 AM,,"28,1938326"
CAM NORTE,2012 Mar 15 12:00:00 AM,,"44,05286344"
CAM NORTE,2012 Mar 14 12:00:00 AM,,"40,08810573"
CAM NORTE,2012 Feb 13 12:00:00 AM,,"34,51327434"
CAM NORTE,2012 Feb 12 12:00:00 AM,,"21,68141593"
CAM NORTE,2012 Feb 11 12:00:00 AM,,"17,25663717"
CAM NORTE,2012 Feb 10 12:00:00 AM,,"23,89380531"
CAM NORTE,2012 Feb 09 12:00:00 AM,,"23,00884956"
CAM NORTE,2012 Feb 08 12:00:00 AM,,"9,2920354"
CAM NORTE,2012 Feb 07 12:00:00 AM,,"20,3539823"
CAM NORTE,2012 Feb 06 12:00:00 AM,,"10,61946903"
CAM NORTE,2012 Feb 05 12:00:00 AM,,"25,66371681"
CAM NORTE,2012 Feb 04 12:00:00 AM,,"51,32743363"
CAM NORTE,2012 Feb 03 12:00:00 AM,,"46,90265487"
CAM NORTE,2012 Feb 02 12:00:00 AM,,"30,08849558"
CAM NORTE,2012 Feb 01 12:00:00 AM,,"41,15044248"
CAM NORTE,2012 Jan 16 12:00:00 AM,,"32,15859031"
CAM NORTE,2012 Jan 15 12:00:00 AM,,"29,95594714"
CAM NORTE,2012 Jan 14 12:00:00 AM,,"39,64757709"
CAM NORTE,2012 Jan 13 12:00:00 AM,,"37,00440529"
CAM NORTE,2012 Jan 12 12:00:00 AM,,"22,02643172"
CAM NORTE,2012 Jan 11 12:00:00 AM,,"23,34801762"
CAM NORTE,2012 Jan 10 12:00:00 AM,,"17,62114537"
CAM NORTE,2012 Jan 09 12:00:00 AM,,"13,65638767"
CAM NORTE,2012 Jan 07 12:00:00 AM,,"2,64317181"
CAM NORTE,2012 Jan 05 12:00:00 AM,,"29,07488987"
CAM NORTE,2012 Jan 03 12:00:00 AM,,"36,12334802"
CAM NORTE,2012 Jan 01 12:00:00 AM,,"51,54185022"
CAM NORTE,2011 Dec 30 12:00:00 AM,,"69,16299559"
CAM NORTE,2011 Dec 29 12:00:00 AM,,"44,73684211"
CAM NORTE,2011 Dec 28 12:00:00 AM,,"44,97816594"
CAM NORTE,2011 Dec 27 12:00:00 AM,,"45,41484716"
CAM NORTE,2011 Dec 18 12:00:00 AM,,"15,78947368"
CAM NORTE,2011 Dec 16 12:00:00 AM,,"11,45374449"
CAM NORTE,2011 Dec 14 12:00:00 AM,,"19,85815603"
CAM NORTE,2011 Dec 12 12:00:00 AM,,"13,83928571"
CAM NORTE,2011 Dec 10 12:00:00 AM,,"19,46902655"
CAM NORTE,2011 Dec 08 12:00:00 AM,,"7,92951542"
CAM NORTE,2011 Dec 06 12:00:00 AM,,"5,28634361"
CAM NORTE,2011 Dec 04 12:00:00 AM,,"16,74008811"
CAM NORTE,2011 Dec 02 12:00:00 AM,,"17,77777778"
CAM NORTE,2011 Nov 30 12:00:00 AM,,"18,06167401"
CAM NORTE,2011 Nov 28 12:00:00 AM,,"20,70484582"
CAM NORTE,2011 Nov 26 12:00:00 AM,,"24,66960352"
CAM NORTE,2011 Nov 24 12:00:00 AM,,"11,01321586"
CAM NORTE,2011 Nov 22 12:00:00 AM,,"15,85903084"
CAM NORTE,2011 Nov 20 12:00:00 AM,,"13,21585903"
CAM NORTE,2011 Nov 18 12:00:00 AM,,"10,57268722"
CAM NORTE,2011 Nov 16 12:00:00 AM,,"22,90748899"
CAM NORTE,2011 Nov 14 12:00:00 AM,,"19,82378855"
CAM NORTE,2011 Nov 12 12:00:00 AM,,"11,45374449"
CAM NORTE,2011 Nov 10 12:00:00 AM,,"25,11013216"
CAM NORTE,2011 Nov 08 12:00:00 AM,,"15,2173913"
CAM NORTE,2011 Nov 06 12:00:00 AM,,"11,40350877"
CAM NORTE,2011 Nov 04 12:00:00 AM,,"24,66960352"
CAM NORTE,2011 Nov 02 12:00:00 AM,,"38,66666667"
CAM NORTE,2011 Oct 31 12:00:00 AM,,"42,92035398"
CAM NORTE,2011 Oct 29 12:00:00 AM,,"30,39647577"
CAM NORTE,2011 Oct 27 12:00:00 AM,,"31,4159292"
CAM NORTE,2011 Oct 25 12:00:00 AM,,"22,46696035"
CAM NORTE,2011 Oct 23 12:00:00 AM,,"32,45614035"
CAM NORTE,2011 Oct 21 12:00:00 AM,,"40,17467249"
CAM NORTE,2011 Oct 19 12:00:00 AM,,"13,10043668"
CAM NORTE,2011 Oct 17 12:00:00 AM,,"11,84210526"
CAM NORTE,2011 Oct 15 12:00:00 AM,,"10,57268722"
CAM NORTE,2011 Oct 13 12:00:00 AM,,"29,78723404"
CAM NORTE,2011 Oct 11 12:00:00 AM,,"40,17857143"
CAM NORTE,2011 Oct 09 12:00:00 AM,,"24,77876106"
CAM NORTE,2011 Oct 07 12:00:00 AM,,"32,15859031"
CAM NORTE,2011 Oct 05 12:00:00 AM,,"20,70484582"
CAM NORTE,2011 Oct 03 12:00:00 AM,,"21,58590308"
CAM NORTE,2011 Oct 01 12:00:00 AM,,"33,33333333"
CAM NORTE,2011 Sep 29 12:00:00 AM,,22
CAM NORTE,2011 Sep 27 12:00:00 AM,,43
CAM NORTE,2011 Sep 25 12:00:00 AM,,15
CAM NORTE,2011 Sep 23 12:00:00 AM,,44
CAM NORTE,2011 Sep 21 12:00:00 AM,,31
CAM NORTE,2011 Sep 19 12:00:00 AM,,19
CAM NORTE,2011 Sep 17 12:00:00 AM,,25
CAM NORTE,2011 Sep 15 12:00:00 AM,,32
CAM NORTE,2011 Sep 13 12:00:00 AM,,21
CAM NORTE,2011 Sep 11 12:00:00 AM,,18
CAM NORTE,2011 Sep 09 12:00:00 AM,,30
CAM NORTE,2011 Sep 07 12:00:00 AM,,45
CAM NORTE,2011 Sep 05 12:00:00 AM,,35
CAM NORTE,2011 Sep 03 12:00:00 AM,,32
CAM NORTE,2011 Sep 01 12:00:00 AM,,29
CAM NORTE,2011 Aug 30 12:00:00 AM,,"30,53097345"
CAM NORTE,2011 Aug 28 12:00:00 AM,,"22,90748899"
CAM NORTE,2011 Aug 26 12:00:00 AM,,"23,68421053"
CAM NORTE,2011 Aug 24 12:00:00 AM,,"20,70484582"
CAM NORTE,2011 Aug 22 12:00:00 AM,,"26,8722467"
CAM NORTE,2011 Aug 20 12:00:00 AM,,"17,62114537"
CAM NORTE,2011 Aug 18 12:00:00 AM,,"48,67256637"
CAM NORTE,2011 Aug 16 12:00:00 AM,,"33,03964758"
CAM NORTE,2011 Aug 14 12:00:00 AM,,"24,33628319"
CAM NORTE,2011 Aug 12 12:00:00 AM,,"48,01762115"
CAM NORTE,2011 Aug 10 12:00:00 AM,,"27,75330396"
CAM NORTE,2011 Aug 08 12:00:00 AM,,"28,1938326"
CAM NORTE,2011 Aug 06 12:00:00 AM,,"22,76785714"
CAM NORTE,2011 Aug 04 12:00:00 AM,,"46,92982456"
CAM NORTE,2011 Aug 02 12:00:00 AM,,"45,13274336"
CAM NORTE,2011 Jul 31 12:00:00 AM,,"17,46724891"
CAM NORTE,2011 Jul 29 12:00:00 AM,,"31,44104803"
CAM NORTE,2011 Jul 27 12:00:00 AM,,"26,43171806"
CAM NORTE,2011 Jul 25 12:00:00 AM,,"19,38325991"
CAM NORTE,2011 Jul 23 12:00:00 AM,,"18,85964912"
CAM NORTE,2011 Jul 21 12:00:00 AM,,"28,1938326"
CAM NORTE,2011 Jul 19 12:00:00 AM,,"18,06167401"
CAM NORTE,2011 Jul 17 12:00:00 AM,,"23,68421053"
CAM NORTE,2011 Jul 15 12:00:00 AM,,"12,71929825"
CAM NORTE,2011 Jul 13 12:00:00 AM,,"21,83406114"
CAM NORTE,2011 Jul 11 12:00:00 AM,,"14,9122807"
CAM NORTE,2011 Jul 09 12:00:00 AM,,"41,40969163"
CAM NORTE,2011 Jul 07 12:00:00 AM,,"27,63157895"
CAM NORTE,2011 Jul 05 12:00:00 AM,,"22,80701754"
CAM NORTE,2011 Jul 03 12:00:00 AM,,"28,50877193"
CAM NORTE,2011 Jul 01 12:00:00 AM,,"32,89473684"
CAM NORTE,2011 Jun 29 12:00:00 AM,,43
CAM NORTE,2011 Jun 27 12:00:00 AM,,10
CAM NORTE,2011 Jun 25 12:00:00 AM,,22
CAM NORTE,2011 Jun 23 12:00:00 AM,,23
CAM NORTE,2011 Jun 21 12:00:00 AM,,31
CAM NORTE,2011 Jun 19 12:00:00 AM,,23
CAM NORTE,2011 Jun 17 12:00:00 AM,,47
CAM NORTE,2011 Jun 15 12:00:00 AM,,19
CAM NORTE,2011 Jun 13 12:00:00 AM,,12
CAM NORTE,2011 Jun 11 12:00:00 AM,,10
CAM NORTE,2011 Jun 09 12:00:00 AM,,42
CAM NORTE,2011 Jun 07 12:00:00 AM,,19
CAM NORTE,2011 Jun 05 12:00:00 AM,,34
CAM NORTE,2011 Jun 03 12:00:00 AM,,8
CAM NORTE,2011 Jun 01 12:00:00 AM,,38
CAM NORTE,2011 May 30 12:00:00 AM,,8
CAM NORTE,2011 May 28 12:00:00 AM,,16
CAM NORTE,2011 May 26 12:00:00 AM,,13
CAM NORTE,2011 May 24 12:00:00 AM,,31
CAM NORTE,2011 May 20 12:00:00 AM,,34
CAM NORTE,2011 May 18 12:00:00 AM,,20
CAM NORTE,2011 May 16 12:00:00 AM,,17
CAM NORTE,2011 May 13 12:00:00 AM,,27
CAM NORTE,2011 May 08 12:00:00 AM,,16
CAM NORTE,2011 May 04 12:00:00 AM,,9
CAM NORTE,2011 Mar 05 12:00:00 AM,,11
CAM NORTE,2011 Mar 03 12:00:00 AM,,65
CAM NORTE,2011 Mar 01 12:00:00 AM,,38
CAM NORTE,2011 Feb 26 12:00:00 AM,,13
CAM NORTE,2011 Feb 23 12:00:00 AM,,30
CAM NORTE,2011 Feb 20 12:00:00 AM,,76
CAM NORTE,2011 Feb 17 12:00:00 AM,,12
CAM NORTE,2011 Feb 14 12:00:00 AM,,53
CAM NORTE,2011 Feb 11 12:00:00 AM,,35
CAM NORTE,2011 Feb 08 12:00:00 AM,,41
CAM NORTE,2011 Feb 05 12:00:00 AM,,34
CAM NORTE,2010 Dec 31 12:00:00 AM,,34
CAM NORTE,2010 Dec 28 12:00:00 AM,,54
CAM NORTE,2010 Dec 25 12:00:00 AM,,24
CAM NORTE,2010 Dec 22 12:00:00 AM,,24
CAM NORTE,2010 Dec 19 12:00:00 AM,,28
CAM NORTE,2010 Dec 16 12:00:00 AM,,85
CAM NORTE,2010 Dec 13 12:00:00 AM,,29
CAM NORTE,2010 Dec 10 12:00:00 AM,,26
CAM NORTE,2010 Dec 07 12:00:00 AM,,27
CAM NORTE,2010 Dec 04 12:00:00 AM,,38
CAM NORTE,2010 Dec 01 12:00:00 AM,,27
CAM NORTE,2010 Nov 29 12:00:00 AM,,22
CAM NORTE,2010 Nov 27 12:00:00 AM,,19
CAM NORTE,2010 Nov 25 12:00:00 AM,,28
CAM NORTE,2010 Nov 23 12:00:00 AM,,37
CAM NORTE,2010 Nov 21 12:00:00 AM,,33
CAM NORTE,2010 Nov 19 12:00:00 AM,,10
CAM NORTE,2010 Nov 15 12:00:00 AM,,16
CAM NORTE,2010 Nov 12 12:00:00 AM,,39
CAM NORTE,2010 Nov 09 12:00:00 AM,,23
CAM NORTE,2010 Nov 06 12:00:00 AM,,75
CAM NORTE,2010 Nov 03 12:00:00 AM,,11
CAM NORTE,2010 Oct 29 12:00:00 AM,,14
CAM NORTE,2010 Oct 28 12:00:00 AM,,16
CAM NORTE,2010 Oct 26 12:00:00 AM,,23
CAM NORTE,2010 Oct 25 12:00:00 AM,,19
